27.1787,787.9988,0.0000,0.0000
27.1787,792.9988,0.0000,5.0000
27.1787,797.9988,0.0000,10.0000
27.1787,802.9988,0.0000,15.0000
27.1787,807.9988,0.0000,20.0000
32.1787,807.9988,5.0000,20.0000
32.1787,802.9988,5.0000,15.0000
32.1787,797.9988,5.0000,10.0000
32.1787,792.9988,5.0000,5.0000
32.1787,787.9988,5.0000,0.0000
37.1787,787.9988,10.0000,0.0000
37.1787,792.9988,10.0000,5.0000
37.1787,797.9988,10.0000,10.0000
37.1787,802.9988,10.0000,15.0000
37.1787,807.9988,10.0000,20.0000
42.1787,807.9988,15.0000,20.0000
42.1787,802.9988,15.0000,15.0000
42.1787,797.9988,15.0000,10.0000
42.1787,792.9988,15.0000,5.0000
42.1787,787.9988,15.0000,0.0000
47.1787,787.9988,20.0000,0.0000
47.1787,792.9988,20.0000,5.0000
47.1787,797.9988,20.0000,10.0000
47.1787,802.9988,20.0000,15.0000
47.1787,807.9988,20.0000,20.0000
